system:index,B3_max,B3_mean,B3_median,B3_min,B3_p5,B3_p95,B3_stdDev,B4_max,B4_mean,B4_median,B4_min,B4_p5,B4_p95,B4_stdDev,B5_max,B5_mean,B5_median,B5_min,B5_p5,B5_p95,B5_stdDev,B6_max,B6_mean,B6_median,B6_min,B6_p5,B6_p95,B6_stdDev,B7_max,B7_mean,B7_median,B7_min,B7_p5,B7_p95,B7_stdDev,B8_max,B8_mean,B8_median,B8_min,B8_p5,B8_p95,B8_stdDev,census_date,country_iso3,latitude_of_centre,longitude_of_centre,plot_area,plot_id,plot_shape,wetmonths_era,.geo
00000000000000000126_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.501534,32.922355,0.125663706143592,MAR_332,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000127_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.495954,32.93527,0.125663706143592,MAR_333,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128_0_0,4020,981.5520833333334,902.6666666666666,705,762.2,1139.5,454.4977738713282,3816,1063.90625,1011.0,722,743.75,1282.0,426.5593471342577,4171,1379.5833333333333,1326.1785714285716,1035,1062.625,1633.5,440.6475033654705,4293,2036.0,1914.8,1610,1624.4,2666.0,443.0343054813401,4516,2304.34375,2197.6,1789,1832.5,3090.0,478.6608017019333,4288,2384.9479166666665,2279.25,1834,2012.0,2930.0,396.81288542249587,2014,MOZ,-23.488021,32.937064,0.125663706143592,MAR_334,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000129_0_0,1774,757.0833333333334,740.0,415,503.0,1084.0,219.99846906032985,1980,855.7916666666666,874.0,339,557.0,1186.0,247.49629276123613,2287,1223.2291666666667,1213.0,527,949.0,1467.0,243.3475086838552,2742,1870.8541666666667,1822.0,1008,1479.0,2581.0,362.13222663272046,3316,2171.7708333333335,2135.5,1233,1708.0,2987.0,435.949454236733,3218,2137.25,2028.0,1264,1654.0,2938.0,416.03317676198213,2014,MOZ,-23.484392,32.955808,0.125663706143592,MAR_335,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a_0_0,1774,757.0833333333334,740.0,415,503.0,1084.0,219.99846906032985,1980,855.7916666666666,874.0,339,557.0,1186.0,247.49629276123613,2287,1223.2291666666667,1213.0,527,949.0,1467.0,243.3475086838552,2742,1870.8541666666667,1822.0,1008,1479.0,2581.0,362.13222663272046,3316,2171.7708333333335,2135.5,1233,1708.0,2987.0,435.949454236733,3218,2137.25,2028.0,1264,1654.0,2938.0,416.03317676198213,2014,MOZ,-23.483283,32.939799,0.125663706143592,MAR_336,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b_0_0,1774,757.0833333333334,740.0,415,503.0,1084.0,219.99846906032985,1980,855.7916666666666,874.0,339,557.0,1186.0,247.49629276123613,2287,1223.2291666666667,1213.0,527,949.0,1467.0,243.3475086838552,2742,1870.8541666666667,1822.0,1008,1479.0,2581.0,362.13222663272046,3316,2171.7708333333335,2135.5,1233,1708.0,2987.0,435.949454236733,3218,2137.25,2028.0,1264,1654.0,2938.0,416.03317676198213,2014,MOZ,-23.478295,32.944302,0.125663706143592,MAR_337,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c_0_0,1774,757.0833333333334,740.0,415,503.0,1084.0,219.99846906032985,1980,855.7916666666666,874.0,339,557.0,1186.0,247.49629276123613,2287,1223.2291666666667,1213.0,527,949.0,1467.0,243.3475086838552,2742,1870.8541666666667,1822.0,1008,1479.0,2581.0,362.13222663272046,3316,2171.7708333333335,2135.5,1233,1708.0,2987.0,435.949454236733,3218,2137.25,2028.0,1264,1654.0,2938.0,416.03317676198213,2014,MOZ,-23.476424,32.954574,0.125663706143592,MAR_338,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012d_0_0,1858,506.06382978723406,491.6666666666667,128,307.0,865.5,236.4911859502194,1744,414.5531914893617,383.0,92,244.0,891.0,244.8647745368111,2291,837.6702127659574,838.0,173,587.5,1311.0,290.4264065531214,3316,1813.468085106383,1738.0,593,1466.0,2391.5,399.45829548590365,3589,2128.031914893617,2008.0,745,1688.5,2809.0,462.0721011281834,3602,2154.6063829787236,2067.333333333333,729,1596.0,2776.0,465.95345439366076,2014,MOZ,-23.414513,33.032431,0.125663706143592,MAR_339,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012e_0_0,1858,506.06382978723406,491.6666666666667,128,307.0,865.5,236.4911859502194,1744,414.5531914893617,383.0,92,244.0,891.0,244.8647745368111,2291,837.6702127659574,838.0,173,587.5,1311.0,290.4264065531214,3316,1813.468085106383,1738.0,593,1466.0,2391.5,399.45829548590365,3589,2128.031914893617,2008.0,745,1688.5,2809.0,462.0721011281834,3602,2154.6063829787236,2067.333333333333,729,1596.0,2776.0,465.95345439366076,2014,MOZ,-23.407507,33.024319,0.125663706143592,MAR_340,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012f_0_0,1858,506.06382978723406,491.6666666666667,128,307.0,865.5,236.4911859502194,1744,414.5531914893617,383.0,92,244.0,891.0,244.8647745368111,2291,837.6702127659574,838.0,173,587.5,1311.0,290.4264065531214,3316,1813.468085106383,1738.0,593,1466.0,2391.5,399.45829548590365,3589,2128.031914893617,2008.0,745,1688.5,2809.0,462.0721011281834,3602,2154.6063829787236,2067.333333333333,729,1596.0,2776.0,465.95345439366076,2014,MOZ,-23.407084,33.036475,0.125663706143592,MAR_341,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000130_0_0,1858,506.06382978723406,491.6666666666667,128,307.0,865.5,236.4911859502194,1744,414.5531914893617,383.0,92,244.0,891.0,244.8647745368111,2291,837.6702127659574,838.0,173,587.5,1311.0,290.4264065531214,3316,1813.468085106383,1738.0,593,1466.0,2391.5,399.45829548590365,3589,2128.031914893617,2008.0,745,1688.5,2809.0,462.0721011281834,3602,2154.6063829787236,2067.333333333333,729,1596.0,2776.0,465.95345439366076,2014,MOZ,-23.402352,33.008711,0.125663706143592,MAR_342,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000131_0_0,1858,506.06382978723406,491.6666666666667,128,307.0,865.5,236.4911859502194,1744,414.5531914893617,383.0,92,244.0,891.0,244.8647745368111,2291,837.6702127659574,838.0,173,587.5,1311.0,290.4264065531214,3316,1813.468085106383,1738.0,593,1466.0,2391.5,399.45829548590365,3589,2128.031914893617,2008.0,745,1688.5,2809.0,462.0721011281834,3602,2154.6063829787236,2067.333333333333,729,1596.0,2776.0,465.95345439366076,2014,MOZ,-23.400129,33.041692,0.125663706143592,MAR_343,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000132_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.392543,33.049441,0.125663706143592,MAR_344,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000133_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.389001,32.993724,0.125663706143592,MAR_345,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000135_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.387443,33.052171,0.125663706143592,MAR_347,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000137_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.381652,33.047121,0.125663706143592,MAR_349,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000139_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.380407,33.025597,0.125663706143592,MAR_351,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.378759,33.057396,0.125663706143592,MAR_353,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.375828,33.022644,0.125663706143592,MAR_355,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013f_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.374097,33.006237,0.125663706143592,MAR_357,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000140_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.372017,33.069222,0.125663706143592,MAR_359,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000141_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.371733,33.023199,0.125663706143592,MAR_360,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.371664,33.061556,0.125663706143592,MAR_361,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.36974,32.995358,0.125663706143592,MAR_365,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_0_0,2270,898.2941176470588,834.0,543,677.0,1164.0,278.69565198615174,2604,1000.0980392156863,892.0,555,674.0,1346.0,352.9812112370167,2898,1194.4313725490197,1126.0,606,888.0,1619.0,352.36618958802325,3507,2151.0196078431372,2057.0,1378,1738.0,2711.0,393.81828646316995,3965,2472.4313725490197,2291.0,1578,1936.0,3277.0,466.3547524087163,3318,2624.5098039215686,2630.0,1522,2110.0,3204.0,322.25865707649524,2014,MOZ,-23.369081,33.083167,0.125663706143592,MAR_366,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.365492,33.01916,0.125663706143592,MAR_367,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c_0_0,2006,690.7083333333334,625.0,470,487.0,881.0,273.3982868708012,2688,705.6041666666666,580.5,374,409.0,1036.0,399.2995293627399,3102,1136.2916666666667,1058.5,780,845.0,1407.0,381.2087113343846,4425,1974.2916666666667,1871.5,1506,1560.0,2691.0,473.8692663564731,4870,2269.5416666666665,2114.0,1667,1809.0,3083.0,529.6297039100891,4164,2332.5833333333335,2280.0,1408,1884.0,3124.0,433.6244454850557,2014,MOZ,-23.362488,32.737753,0.125663706143592,MAR_371,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.350566,33.011742,0.125663706143592,MAR_375,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.347694,33.00441,0.125663706143592,MAR_376,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000153_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.34398,33.008393,0.125663706143592,MAR_378,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000154_0_0,2282,859.0408163265306,799.1666666666667,531,615.0,1086.0,300.06053533352195,2230,951.1224489795918,924.5,604,635.0,1289.0,290.70878426897485,2653,1263.4285714285713,1235.5,957,962.75,1603.5,305.39308894523174,3565,1945.3979591836735,1876.0,1512,1543.0,2689.0,403.674240754716,3906,2244.5102040816328,2155.75,1757,1778.5,3297.0,469.6566319522094,3934,2298.8979591836733,2216.8,1748,1826.0,3216.0,436.5727489180652,2014,MOZ,-23.343418,33.018669,0.125663706143592,MAR_379,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000157_0_0,1050,538.7826086956521,525.5,342,381.0,679.0,143.15572442858505,1064,452.9130434782609,427.0,261,299.0,636.0,152.93900831589784,1478,897.6739130434783,916.5,632,661.0,1111.0,185.02820635124144,2504,1863.804347826087,1849.5,1543,1556.0,2395.0,280.40301892913834,2903,2128.782608695652,2111.5,1688,1744.0,2724.0,340.70406086345247,2796,2114.0652173913045,2066.0,1646,1788.0,2590.0,293.19324404799517,2014,MOZ,-23.243348,32.53835,0.125663706143592,MAR_382,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_0_0,1736,828.5192307692307,781.0,580,608.0,1166.0,207.15856899269366,1626,912.4038461538462,870.5,480,552.0,1384.0,305.6497656075926,2070,1348.9423076923076,1326.5,756,981.0,1860.0,280.0022261904315,3068,2102.096153846154,2039.0,1452,1783.0,2672.0,298.52472256951745,3389,2380.173076923077,2328.0,1709,1977.0,3155.0,350.10738578733327,3292,2424.1923076923076,2367.0,1744,2114.0,3062.0,291.8420304035371,2014,MOZ,-23.239398,32.546455,0.125663706143592,MAR_383,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000159_0_0,1736,828.5192307692307,781.0,580,608.0,1166.0,207.15856899269366,1626,912.4038461538462,870.5,480,552.0,1384.0,305.6497656075926,2070,1348.9423076923076,1326.5,756,981.0,1860.0,280.0022261904315,3068,2102.096153846154,2039.0,1452,1783.0,2672.0,298.52472256951745,3389,2380.173076923077,2328.0,1709,1977.0,3155.0,350.10738578733327,3292,2424.1923076923076,2367.0,1744,2114.0,3062.0,291.8420304035371,2014,MOZ,-23.23146,32.563794,0.125663706143592,MAR_384,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_0_0,1736,828.5192307692307,781.0,580,608.0,1166.0,207.15856899269366,1626,912.4038461538462,870.5,480,552.0,1384.0,305.6497656075926,2070,1348.9423076923076,1326.5,756,981.0,1860.0,280.0022261904315,3068,2102.096153846154,2039.0,1452,1783.0,2672.0,298.52472256951745,3389,2380.173076923077,2328.0,1709,1977.0,3155.0,350.10738578733327,3292,2424.1923076923076,2367.0,1744,2114.0,3062.0,291.8420304035371,2014,MOZ,-23.227436,32.582502,0.125663706143592,MAR_385,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b_0_0,1050,538.7826086956521,525.5,342,381.0,679.0,143.15572442858505,1064,452.9130434782609,427.0,261,299.0,636.0,152.93900831589784,1478,897.6739130434783,916.5,632,661.0,1111.0,185.02820635124144,2504,1863.804347826087,1849.5,1543,1556.0,2395.0,280.40301892913834,2903,2128.782608695652,2111.5,1688,1744.0,2724.0,340.70406086345247,2796,2114.0652173913045,2066.0,1646,1788.0,2590.0,293.19324404799517,2014,MOZ,-23.219442,32.538796,0.125663706143592,MAR_386,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015c_0_0,1050,538.7826086956521,525.5,342,381.0,679.0,143.15572442858505,1064,452.9130434782609,427.0,261,299.0,636.0,152.93900831589784,1478,897.6739130434783,916.5,632,661.0,1111.0,185.02820635124144,2504,1863.804347826087,1849.5,1543,1556.0,2395.0,280.40301892913834,2903,2128.782608695652,2111.5,1688,1744.0,2724.0,340.70406086345247,2796,2114.0652173913045,2066.0,1646,1788.0,2590.0,293.19324404799517,2014,MOZ,-23.218984,32.516059,0.125663706143592,MAR_387,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015d_0_0,1736,828.5192307692307,781.0,580,608.0,1166.0,207.15856899269366,1626,912.4038461538462,870.5,480,552.0,1384.0,305.6497656075926,2070,1348.9423076923076,1326.5,756,981.0,1860.0,280.0022261904315,3068,2102.096153846154,2039.0,1452,1783.0,2672.0,298.52472256951745,3389,2380.173076923077,2328.0,1709,1977.0,3155.0,350.10738578733327,3292,2424.1923076923076,2367.0,1744,2114.0,3062.0,291.8420304035371,2014,MOZ,-23.21775,32.558631,0.125663706143592,MAR_388,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015e_0_0,1152,812.8,763.0,612,647.0,1010.0,136.67261775661,1334,900.4222222222222,818.0,631,667.0,1262.0,212.42729358942657,1850,1338.1555555555556,1302.0,1060,1092.0,1685.0,205.15717070421434,2892,2042.111111111111,1993.0,1506,1797.0,2637.0,259.3459484697118,3388,2310.6,2254.0,1689,2003.0,2998.0,320.7154779205052,3438,2363.688888888889,2282.0,1556,2078.0,3024.0,310.09997113635023,2014,MOZ,-23.214641,32.561818,0.125663706143592,MAR_389,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015f_0_0,1422,1011.0869565217391,977.0,806,841.0,1324.0,148.1802407303726,1748,1252.4347826086957,1171.0,965,983.0,1672.0,232.56477846285006,2313,1679.9565217391305,1625.0,1388,1419.0,2056.0,215.89097052243574,2735,2251.304347826087,2203.0,1982,2085.0,2702.0,169.5068126840743,3057,2497.478260869565,2458.5,2212,2290.0,2947.0,196.31371733622396,3120,2580.3478260869565,2542.0,2289,2376.0,2986.0,174.94399319823475,2014,MOZ,-23.212344,32.518397,0.125663706143592,MAR_390,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000160_0_0,1152,812.8,763.0,612,647.0,1010.0,136.67261775661,1334,900.4222222222222,818.0,631,667.0,1262.0,212.42729358942657,1850,1338.1555555555556,1302.0,1060,1092.0,1685.0,205.15717070421434,2892,2042.111111111111,1993.0,1506,1797.0,2637.0,259.3459484697118,3388,2310.6,2254.0,1689,2003.0,2998.0,320.7154779205052,3438,2363.688888888889,2282.0,1556,2078.0,3024.0,310.09997113635023,2014,MOZ,-23.212465,32.600352,0.125663706143592,MAR_391,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_0_0,1152,812.8,763.0,612,647.0,1010.0,136.67261775661,1334,900.4222222222222,818.0,631,667.0,1262.0,212.42729358942657,1850,1338.1555555555556,1302.0,1060,1092.0,1685.0,205.15717070421434,2892,2042.111111111111,1993.0,1506,1797.0,2637.0,259.3459484697118,3388,2310.6,2254.0,1689,2003.0,2998.0,320.7154779205052,3438,2363.688888888889,2282.0,1556,2078.0,3024.0,310.09997113635023,2014,MOZ,-23.206462,32.564528,0.125663706143592,MAR_392,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_0_0,1152,812.8,763.0,612,647.0,1010.0,136.67261775661,1334,900.4222222222222,818.0,631,667.0,1262.0,212.42729358942657,1850,1338.1555555555556,1302.0,1060,1092.0,1685.0,205.15717070421434,2892,2042.111111111111,1993.0,1506,1797.0,2637.0,259.3459484697118,3388,2310.6,2254.0,1689,2003.0,2998.0,320.7154779205052,3438,2363.688888888889,2282.0,1556,2078.0,3024.0,310.09997113635023,2014,MOZ,-23.203567,32.590424,0.125663706143592,MAR_393,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000163_0_0,1152,812.8,763.0,612,647.0,1010.0,136.67261775661,1334,900.4222222222222,818.0,631,667.0,1262.0,212.42729358942657,1850,1338.1555555555556,1302.0,1060,1092.0,1685.0,205.15717070421434,2892,2042.111111111111,1993.0,1506,1797.0,2637.0,259.3459484697118,3388,2310.6,2254.0,1689,2003.0,2998.0,320.7154779205052,3438,2363.688888888889,2282.0,1556,2078.0,3024.0,310.09997113635023,2014,MOZ,-23.201,32.59481,0.125663706143592,MAR_394,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000164_0_0,1152,812.8,763.0,612,647.0,1010.0,136.67261775661,1334,900.4222222222222,818.0,631,667.0,1262.0,212.42729358942657,1850,1338.1555555555556,1302.0,1060,1092.0,1685.0,205.15717070421434,2892,2042.111111111111,1993.0,1506,1797.0,2637.0,259.3459484697118,3388,2310.6,2254.0,1689,2003.0,2998.0,320.7154779205052,3438,2363.688888888889,2282.0,1556,2078.0,3024.0,310.09997113635023,2014,MOZ,-23.200658,32.565024,0.125663706143592,MAR_395,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000165_0_0,1422,1011.0869565217391,977.0,806,841.0,1324.0,148.1802407303726,1748,1252.4347826086957,1171.0,965,983.0,1672.0,232.56477846285006,2313,1679.9565217391305,1625.0,1388,1419.0,2056.0,215.89097052243574,2735,2251.304347826087,2203.0,1982,2085.0,2702.0,169.5068126840743,3057,2497.478260869565,2458.5,2212,2290.0,2947.0,196.31371733622396,3120,2580.3478260869565,2542.0,2289,2376.0,2986.0,174.94399319823475,2014,MOZ,-23.195448,32.531999,0.125663706143592,MAR_396,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
