system:index,B3_max,B3_mean,B3_median,B3_min,B3_p5,B3_p95,B3_stdDev,B4_max,B4_mean,B4_median,B4_min,B4_p5,B4_p95,B4_stdDev,B5_max,B5_mean,B5_median,B5_min,B5_p5,B5_p95,B5_stdDev,B6_max,B6_mean,B6_median,B6_min,B6_p5,B6_p95,B6_stdDev,B7_max,B7_mean,B7_median,B7_min,B7_p5,B7_p95,B7_stdDev,B8_max,B8_mean,B8_median,B8_min,B8_p5,B8_p95,B8_stdDev,census_date,country_iso3,latitude_of_centre,longitude_of_centre,plot_area,plot_id,plot_shape,wetmonths_era,.geo
0000000000000000007f_0_0,1794,735.025,665.0,480,506.0,1465.0,285.11484418563697,1772,734.9,661.0,382,395.5,1453.0,297.6530530668215,2279,1202.95,1118.0,828,857.0,1967.5,317.87331989331847,2970,2035.875,1958.0,1435,1615.5,2916.0,381.02593005594775,3440,2319.1,2228.0,1567,1838.0,3215.0,428.95983494961376,3322,2245.675,2163.0,1236,1632.0,3207.0,443.7402611607382,2015,MOZ,-13.335647,37.422342,0.125663706143592,MAR_150,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.137297,37.451408,0.125663706143592,MAR_231,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.135695,37.437989,0.125663706143592,MAR_232,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.135193,37.426451,0.125663706143592,MAR_233,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.13376,37.45117,0.125663706143592,MAR_234,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.13213,37.4377,0.125663706143592,MAR_235,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.131625,37.42621,0.125663706143592,MAR_236,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.128389,37.467831,0.125663706143592,MAR_237,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.127372,37.436689,0.125663706143592,MAR_238,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.125349,37.471627,0.125663706143592,MAR_239,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.121796,37.471373,0.125663706143592,MAR_240,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.115447,37.46112,0.125663706143592,MAR_241,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_0_0,1660,790.8444444444444,731.0,377,508.0,1654.0,297.39176971018895,1828,812.2888888888889,723.0,300,366.0,1416.0,356.18182761194834,2126,1319.6666666666667,1315.0,704,914.0,1913.0,315.03862197091536,3359,2014.111111111111,1943.0,1073,1457.0,2788.0,445.2038345757904,3760,2283.5777777777776,2244.0,1180,1602.0,3175.0,512.4660417536145,3638,2358.4222222222224,2313.0,1232,1688.0,3183.0,492.07806466900666,2015,MOZ,-13.113615,37.460981,0.125663706143592,MAR_242,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-24.00767,32.842999,0.125663706143592,MAR_243,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-24.002431,32.871749,0.125663706143592,MAR_244,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-24.000108,32.861936,0.125663706143592,MAR_245,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.997747,32.874729,0.125663706143592,MAR_246,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.992707,32.872003,0.125663706143592,MAR_247,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.983897,32.878139,0.125663706143592,MAR_248,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.983386,32.854725,0.125663706143592,MAR_249,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.9822178,32.84935875,0.125663706143592,MAR_250,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.980824,32.890332,0.125663706143592,MAR_251,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.9775078,32.85433823,0.125663706143592,MAR_252,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.975063,32.883254,0.125663706143592,MAR_253,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_0_0,1844,709.48,628.0,471,507.0,1340.0,256.0268923375043,2200,721.54,604.5,387,431.0,1186.0,298.50730041323953,2818,1256.34,1187.0,713,987.0,1698.0,319.3729237114505,3425,2016.12,1921.5,1426,1466.0,2909.0,406.11932433707216,3798,2293.5,2167.0,1577,1662.0,3365.0,480.8604891234047,3870,2207.02,2087.0,1556,1626.0,3266.0,455.9838808554528,2014,MOZ,-23.973997,32.905042,0.125663706143592,MAR_254,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.96524,32.855095,0.125663706143592,MAR_255,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.964393,32.875087,0.125663706143592,MAR_256,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.960589,32.848663,0.125663706143592,MAR_257,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6_0_0,3774,744.6888888888889,651.0,386,459.0,1064.0,518.0995109145313,3440,838.3111111111111,763.0,336,436.0,1460.0,480.0492022107836,3673,1266.6666666666667,1233.0,687,860.0,1704.0,425.17557157798547,3563,1934.4666666666667,1925.0,1251,1409.0,2732.0,472.9558870667653,3691,2215.777777777778,2119.0,1419,1570.0,3095.0,534.446583502303,3362,2158.2,2132.0,1110,1604.0,2908.0,479.42630530898276,2014,MOZ,-23.959282,32.69998,0.125663706143592,MAR_258,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.9579456,32.84693965,0.125663706143592,MAR_259,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.956977,32.884469,0.125663706143592,MAR_260,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_0_0,3774,744.6888888888889,651.0,386,459.0,1064.0,518.0995109145313,3440,838.3111111111111,763.0,336,436.0,1460.0,480.0492022107836,3673,1266.6666666666667,1233.0,687,860.0,1704.0,425.17557157798547,3563,1934.4666666666667,1925.0,1251,1409.0,2732.0,472.9558870667653,3691,2215.777777777778,2119.0,1419,1570.0,3095.0,534.446583502303,3362,2158.2,2132.0,1110,1604.0,2908.0,479.42630530898276,2014,MOZ,-23.955345,32.694032,0.125663706143592,MAR_261,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.955211,32.87274557,0.125663706143592,MAR_262,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_0_0,3774,744.6888888888889,651.0,386,459.0,1064.0,518.0995109145313,3440,838.3111111111111,763.0,336,436.0,1460.0,480.0492022107836,3673,1266.6666666666667,1233.0,687,860.0,1704.0,425.17557157798547,3563,1934.4666666666667,1925.0,1251,1409.0,2732.0,472.9558870667653,3691,2215.777777777778,2119.0,1419,1570.0,3095.0,534.446583502303,3362,2158.2,2132.0,1110,1604.0,2908.0,479.42630530898276,2014,MOZ,-23.950463,32.695174,0.125663706143592,MAR_263,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.9493907,32.87436529,0.125663706143592,MAR_264,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.948809,32.826704,0.125663706143592,MAR_265,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee_0_0,3774,744.6888888888889,651.0,386,459.0,1064.0,518.0995109145313,3440,838.3111111111111,763.0,336,436.0,1460.0,480.0492022107836,3673,1266.6666666666667,1233.0,687,860.0,1704.0,425.17557157798547,3563,1934.4666666666667,1925.0,1251,1409.0,2732.0,472.9558870667653,3691,2215.777777777778,2119.0,1419,1570.0,3095.0,534.446583502303,3362,2158.2,2132.0,1110,1604.0,2908.0,479.42630530898276,2014,MOZ,-23.948422,32.689168,0.125663706143592,MAR_266,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.947327,32.822782,0.125663706143592,MAR_267,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.945152,32.82279,0.125663706143592,MAR_268,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1_0_0,2022,748.72,696.5,365,536.0,1098.0,263.2745365583234,1814,714.7,637.0,257,413.0,1322.0,337.08979515850075,2387,1261.66,1202.5,705,990.0,1723.0,289.2570904921779,3743,2234.64,2191.5,1506,1642.0,3013.0,444.8801078942508,4143,2540.72,2496.0,1723,1833.0,3501.0,517.6696645545301,3968,2569.38,2616.0,996,1808.0,3444.0,522.2282217574989,2014,MOZ,-23.943722,32.75748722,0.125663706143592,MAR_269,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2_0_0,2022,748.72,696.5,365,536.0,1098.0,263.2745365583234,1814,714.7,637.0,257,413.0,1322.0,337.08979515850075,2387,1261.66,1202.5,705,990.0,1723.0,289.2570904921779,3743,2234.64,2191.5,1506,1642.0,3013.0,444.8801078942508,4143,2540.72,2496.0,1723,1833.0,3501.0,517.6696645545301,3968,2569.38,2616.0,996,1808.0,3444.0,522.2282217574989,2014,MOZ,-23.94179,32.753738,0.125663706143592,MAR_270,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3_0_0,1604,872.9565217391304,856.0,622,665.0,1136.0,177.06384951562802,1986,979.9782608695652,935.5,588,618.0,1338.0,290.50828687801913,2475,1668.2391304347825,1660.5,1315,1388.0,1860.0,217.7935984189787,3610,2313.891304347826,2283.5,1816,1847.0,2879.0,370.85794938229117,4052,2586.1521739130435,2542.0,1923,1995.0,3269.0,443.4577067913757,3846,2637.086956521739,2672.0,1946,1964.0,3320.0,427.2906976107142,2014,MOZ,-23.941639,32.870925,0.125663706143592,MAR_271,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4_0_0,3774,744.6888888888889,651.0,386,459.0,1064.0,518.0995109145313,3440,838.3111111111111,763.0,336,436.0,1460.0,480.0492022107836,3673,1266.6666666666667,1233.0,687,860.0,1704.0,425.17557157798547,3563,1934.4666666666667,1925.0,1251,1409.0,2732.0,472.9558870667653,3691,2215.777777777778,2119.0,1419,1570.0,3095.0,534.446583502303,3362,2158.2,2132.0,1110,1604.0,2908.0,479.42630530898276,2014,MOZ,-23.937446,32.710543,0.125663706143592,MAR_272,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5_0_0,3774,744.6888888888889,651.0,386,459.0,1064.0,518.0995109145313,3440,838.3111111111111,763.0,336,436.0,1460.0,480.0492022107836,3673,1266.6666666666667,1233.0,687,860.0,1704.0,425.17557157798547,3563,1934.4666666666667,1925.0,1251,1409.0,2732.0,472.9558870667653,3691,2215.777777777778,2119.0,1419,1570.0,3095.0,534.446583502303,3362,2158.2,2132.0,1110,1604.0,2908.0,479.42630530898276,2014,MOZ,-23.936799,32.696136,0.125663706143592,MAR_273,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6_0_0,3254,956.9787234042553,904.0,722,728.0,1240.0,368.93795184727736,3162,1068.0,968.0,678,714.0,1484.0,395.31301898460595,3775,1485.4893617021276,1413.0,1122,1186.0,1753.0,389.2438317110812,4337,2147.9574468085107,2070.0,1685,1725.0,2733.0,416.4299617977111,4609,2403.191489361702,2300.0,1908,1910.0,3077.0,450.2827782106501,4296,2514.0,2454.0,1928,2076.0,3212.0,387.7520594071269,2014,MOZ,-23.933429,32.700771,0.125663706143592,MAR_275,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7_0_0,3254,956.9787234042553,904.0,722,728.0,1240.0,368.93795184727736,3162,1068.0,968.0,678,714.0,1484.0,395.31301898460595,3775,1485.4893617021276,1413.0,1122,1186.0,1753.0,389.2438317110812,4337,2147.9574468085107,2070.0,1685,1725.0,2733.0,416.4299617977111,4609,2403.191489361702,2300.0,1908,1910.0,3077.0,450.2827782106501,4296,2514.0,2454.0,1928,2076.0,3212.0,387.7520594071269,2014,MOZ,-23.932283,32.700628,0.125663706143592,MAR_276,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
