system:index,bd_mean_0_20,bd_mean_20_50,bd_stdev_0_20,bd_stdev_20_50,calcium_extractable_mean_0_20,calcium_extractable_mean_20_50,calcium_extractable_stdev_0_20,calcium_extractable_stdev_20_50,cec_mean_0_20,cec_mean_20_50,cec_stdev_0_20,cec_stdev_20_50,clay_mean_0_20,clay_mean_20_50,clay_stdev_0_20,clay_stdev_20_50,iron_extractable_mean_0_20,iron_extractable_mean_20_50,iron_extractable_stdev_0_20,iron_extractable_stdev_20_50,magnesium_extractable_mean_0_20,magnesium_extractable_mean_20_50,magnesium_extractable_stdev_0_20,magnesium_extractable_stdev_20_50,nitrogen_total_mean_0_20,nitrogen_total_mean_20_50,nitrogen_total_stdev_0_20,nitrogen_total_stdev_20_50,ph_mean_0_20,ph_mean_20_50,ph_stdev_0_20,ph_stdev_20_50,phosphorus_extractable_mean_0_20,phosphorus_extractable_mean_20_50,phosphorus_extractable_stdev_0_20,phosphorus_extractable_stdev_20_50,plot_id,potassium_extractable_mean_0_20,potassium_extractable_mean_20_50,potassium_extractable_stdev_0_20,potassium_extractable_stdev_20_50,sand_mean_0_20,sand_mean_20_50,sand_stdev_0_20,sand_stdev_20_50,silt_mean_0_20,silt_mean_20_50,silt_stdev_0_20,silt_stdev_20_50,soc_mean_0_20,soc_mean_20_50,soc_stdev_0_20,soc_stdev_20_50,sulfur_extractable_mean_0_20,sulfur_extractable_mean_20_50,sulfur_extractable_stdev_0_20,sulfur_extractable_stdev_20_50,zinc_extractable_mean_0_20,zinc_extractable_mean_20_50,zinc_extractable_stdev_0_20,zinc_extractable_stdev_20_50,.geo
000000000000000000f6_0_0,146,147,3,3,67,66,1,1,20,20,1,2,17,21,2,2,43,31,4,5,53,54,3,2,54,43,8,11,67,67,1,1,23,21,1,0,MAR_275,46,45,2,3,71,67,5,4,13,13,3,2,19,15,1,1,14,10,4,6,14,14,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7_0_0,146,147,3,3,67,66,1,1,20,20,1,2,17,21,2,2,43,31,4,5,53,54,3,2,54,43,8,11,67,67,1,1,23,21,1,0,MAR_276,46,45,2,3,71,67,5,4,13,13,3,2,19,15,1,1,14,10,4,6,14,14,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8_0_0,146,148,2,3,67,67,2,2,21,21,1,1,18,21,2,2,42,31,3,4,53,53,3,3,56,44,7,10,70,70,2,2,24,22,1,1,MAR_277,46,45,2,2,68,66,4,4,14,14,3,2,18,14,1,1,14,10,3,6,14,13,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9_0_0,146,147,3,3,67,66,1,1,20,20,1,2,17,21,2,2,43,31,4,5,53,54,3,2,54,43,8,11,67,67,1,1,23,21,1,0,MAR_278,46,45,2,3,71,67,5,4,13,13,3,2,19,15,1,1,14,10,4,6,14,14,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa_0_0,146,148,2,3,67,67,2,2,21,21,1,1,18,21,2,2,42,31,3,4,53,53,3,3,56,44,7,10,70,70,2,2,24,22,1,1,MAR_279,46,45,2,2,68,66,4,4,14,14,3,2,18,14,1,1,14,10,3,6,14,13,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb_0_0,146,147,3,3,67,66,1,1,20,20,1,2,17,21,2,2,43,31,4,5,53,54,3,2,54,43,8,11,67,67,1,1,23,21,1,0,MAR_280,46,45,2,3,71,67,5,4,13,13,3,2,19,15,1,1,14,10,4,6,14,14,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc_0_0,146,148,2,3,67,67,2,2,21,21,1,1,18,21,2,2,42,31,3,4,53,53,3,3,56,44,7,10,70,70,2,2,24,22,1,1,MAR_281,46,45,2,2,68,66,4,4,14,14,3,2,18,14,1,1,14,10,3,6,14,13,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd_0_0,146,147,3,3,67,66,1,1,20,20,1,2,17,21,2,2,43,31,4,5,53,54,3,2,54,43,8,11,67,67,1,1,23,21,1,0,MAR_282,46,45,2,3,71,67,5,4,13,13,3,2,19,15,1,1,14,10,4,6,14,14,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe_0_0,146,147,3,3,67,66,1,1,20,20,1,2,17,21,2,2,43,31,4,5,53,54,3,2,54,43,8,11,67,67,1,1,23,21,1,0,MAR_283,46,45,2,3,71,67,5,4,13,13,3,2,19,15,1,1,14,10,4,6,14,14,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff_0_0,146,147,3,3,67,66,1,1,20,20,1,2,17,21,2,2,43,31,4,5,53,54,3,2,54,43,8,11,67,67,1,1,23,21,1,0,MAR_288,46,45,2,3,71,67,5,4,13,13,3,2,19,15,1,1,14,10,4,6,14,14,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100_0_0,146,147,3,3,67,66,1,1,20,20,1,2,17,21,2,2,43,31,4,5,53,54,3,2,54,43,8,11,67,67,1,1,23,21,1,0,MAR_289,46,45,2,3,71,67,5,4,13,13,3,2,19,15,1,1,14,10,4,6,14,14,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101_0_0,146,148,2,3,67,67,2,2,21,21,1,1,18,21,2,2,42,31,3,4,53,53,3,3,56,44,7,10,70,70,2,2,24,22,1,1,MAR_290,46,45,2,2,68,66,4,4,14,14,3,2,18,14,1,1,14,10,3,6,14,13,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102_0_0,144,146,1,2,71,71,2,2,23,23,0,0,23,26,3,2,44,32,4,4,59,60,2,2,64,51,9,10,67,67,1,1,24,22,2,2,MAR_291,48,46,3,2,66,60,5,5,16,16,3,3,20,16,1,1,16,12,4,6,15,14,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103_0_0,144,146,1,2,71,71,2,2,23,23,0,0,23,26,3,2,44,32,4,4,59,60,2,2,64,51,9,10,67,67,1,1,24,22,2,2,MAR_292,48,46,3,2,66,60,5,5,16,16,3,3,20,16,1,1,16,12,4,6,15,14,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104_0_0,144,146,1,2,71,71,2,2,23,23,0,0,23,26,3,2,44,32,4,4,59,60,2,2,64,51,9,10,67,67,1,1,24,22,2,2,MAR_293,48,46,3,2,66,60,5,5,16,16,3,3,20,16,1,1,16,12,4,6,15,14,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105_0_0,147,149,2,3,70,69,1,1,20,20,1,1,18,23,3,3,43,32,4,4,53,53,1,1,59,46,8,10,68,68,1,1,25,22,2,1,MAR_294,47,46,1,1,66,66,6,5,14,14,3,2,19,15,2,1,14,10,3,6,14,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106_0_0,147,149,2,3,70,69,1,1,20,20,1,1,18,23,3,3,43,32,4,4,53,53,1,1,59,46,8,10,68,68,1,1,25,22,2,1,MAR_295,47,46,1,1,66,66,6,5,14,14,3,2,19,15,2,1,14,10,3,6,14,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107_0_0,144,146,1,2,71,71,2,2,23,23,0,0,23,26,3,2,44,32,4,4,59,60,2,2,64,51,9,10,67,67,1,1,24,22,2,2,MAR_296,48,46,3,2,66,60,5,5,16,16,3,3,20,16,1,1,16,12,4,6,15,14,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108_0_0,144,146,1,2,71,71,2,2,23,23,0,0,23,26,3,2,44,32,4,4,59,60,2,2,64,51,9,10,67,67,1,1,24,22,2,2,MAR_297,48,46,3,2,66,60,5,5,16,16,3,3,20,16,1,1,16,12,4,6,15,14,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109_0_0,147,149,2,3,70,69,1,1,20,20,1,1,18,23,3,3,43,32,4,4,53,53,1,1,59,46,8,10,68,68,1,1,25,22,2,1,MAR_298,47,46,1,1,66,66,6,5,14,14,3,2,19,15,2,1,14,10,3,6,14,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a_0_0,147,149,2,3,70,69,1,1,20,20,1,1,18,23,3,3,43,32,4,4,53,53,1,1,59,46,8,10,68,68,1,1,25,22,2,1,MAR_299,47,46,1,1,66,66,6,5,14,14,3,2,19,15,2,1,14,10,3,6,14,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b_0_0,147,149,2,3,70,69,1,1,20,20,1,1,18,23,3,3,43,32,4,4,53,53,1,1,59,46,8,10,68,68,1,1,25,22,2,1,MAR_301,47,46,1,1,66,66,6,5,14,14,3,2,19,15,2,1,14,10,3,6,14,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010c_0_0,147,149,2,3,70,69,1,1,20,20,1,1,18,23,3,3,43,32,4,4,53,53,1,1,59,46,8,10,68,68,1,1,25,22,2,1,MAR_302,47,46,1,1,66,66,6,5,14,14,3,2,19,15,2,1,14,10,3,6,14,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d_0_0,147,149,2,3,70,69,1,1,20,20,1,1,18,23,3,3,43,32,4,4,53,53,1,1,59,46,8,10,68,68,1,1,25,22,2,1,MAR_303,47,46,1,1,66,66,6,5,14,14,3,2,19,15,2,1,14,10,3,6,14,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e_0_0,147,149,2,3,70,69,1,1,20,20,1,1,18,23,3,3,43,32,4,4,53,53,1,1,59,46,8,10,68,68,1,1,25,22,2,1,MAR_305,47,46,1,1,66,66,6,5,14,14,3,2,19,15,2,1,14,10,3,6,14,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010f_0_0,144,146,1,2,71,71,2,2,23,23,0,0,23,26,3,2,44,32,4,4,59,60,2,2,64,51,9,10,67,67,1,1,24,22,2,2,MAR_306,48,46,3,2,66,60,5,5,16,16,3,3,20,16,1,1,16,12,4,6,15,14,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110_0_0,147,149,2,3,70,69,1,1,20,20,1,1,18,23,3,3,43,32,4,4,53,53,1,1,59,46,8,10,68,68,1,1,25,22,2,1,MAR_307,47,46,1,1,66,66,6,5,14,14,3,2,19,15,2,1,14,10,3,6,14,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111_0_0,142,145,2,3,69,69,2,2,24,24,1,1,22,26,3,3,43,31,4,4,57,57,1,1,69,53,9,10,67,68,1,1,24,22,1,1,MAR_309,47,46,2,2,61,57,6,7,15,15,3,3,20,15,2,1,15,11,3,6,15,15,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112_0_0,142,145,2,3,69,69,2,2,24,24,1,1,22,26,3,3,43,31,4,4,57,57,1,1,69,53,9,10,67,68,1,1,24,22,1,1,MAR_310,47,46,2,2,61,57,6,7,15,15,3,3,20,15,2,1,15,11,3,6,15,15,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000113_0_0,142,145,2,3,69,69,2,2,24,24,1,1,22,26,3,3,43,31,4,4,57,57,1,1,69,53,9,10,67,68,1,1,24,22,1,1,MAR_311,47,46,2,2,61,57,6,7,15,15,3,3,20,15,2,1,15,11,3,6,15,15,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000114_0_0,142,145,2,3,69,69,2,2,24,24,1,1,22,26,3,3,43,31,4,4,57,57,1,1,69,53,9,10,67,68,1,1,24,22,1,1,MAR_312,47,46,2,2,61,57,6,7,15,15,3,3,20,15,2,1,15,11,3,6,15,15,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000115_0_0,144,146,3,3,68,68,1,1,23,24,1,1,17,20,1,2,42,31,2,4,53,53,1,1,58,45,8,11,67,67,1,1,23,20,1,0,MAR_314,47,44,2,2,65,64,6,5,12,11,2,2,19,16,1,1,15,11,3,5,16,15,1,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_315,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117_0_0,142,145,2,3,70,69,2,2,25,26,1,1,22,26,3,3,42,32,2,3,57,57,1,1,63,49,9,10,65,65,2,2,25,22,2,1,MAR_316,47,45,2,2,62,61,4,4,14,13,2,2,21,16,2,2,17,13,4,6,15,15,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000118_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_317,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000119_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_318,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011a_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_319,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011b_0_0,142,145,2,3,70,69,2,2,25,26,1,1,22,26,3,3,42,32,2,3,57,57,1,1,63,49,9,10,65,65,2,2,25,22,2,1,MAR_320,47,45,2,2,62,61,4,4,14,13,2,2,21,16,2,2,17,13,4,6,15,15,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011c_0_0,142,145,2,3,70,69,2,2,25,26,1,1,22,26,3,3,42,32,2,3,57,57,1,1,63,49,9,10,65,65,2,2,25,22,2,1,MAR_321,47,45,2,2,62,61,4,4,14,13,2,2,21,16,2,2,17,13,4,6,15,15,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011d_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_322,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011e_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_324,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_325,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000120_0_0,142,145,2,3,70,69,2,2,25,26,1,1,22,26,3,3,42,32,2,3,57,57,1,1,63,49,9,10,65,65,2,2,25,22,2,1,MAR_326,47,45,2,2,62,61,4,4,14,13,2,2,21,16,2,2,17,13,4,6,15,15,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_327,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000122_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_328,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000123_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_329,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000124_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_330,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000125_0_0,142,145,2,3,70,69,2,2,25,26,1,1,22,26,3,3,42,32,2,3,57,57,1,1,63,49,9,10,65,65,2,2,25,22,2,1,MAR_331,47,45,2,2,62,61,4,4,14,13,2,2,21,16,2,2,17,13,4,6,15,15,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000126_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_332,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000127_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_333,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128_0_0,141,144,5,6,65,65,2,1,26,26,1,1,23,26,4,4,44,33,3,4,52,53,1,1,64,46,10,12,64,64,2,3,24,21,1,1,MAR_334,45,44,2,1,62,62,6,6,14,13,2,2,21,17,2,1,16,12,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000129_0_0,143,145,4,4,66,65,2,1,25,25,1,1,25,27,6,5,42,32,4,4,54,55,1,1,71,59,9,10,67,67,2,2,23,20,2,1,MAR_335,47,46,2,1,61,60,10,9,15,15,4,4,19,16,2,2,17,13,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a_0_0,143,145,4,4,66,65,2,1,25,25,1,1,25,27,6,5,42,32,4,4,54,55,1,1,71,59,9,10,67,67,2,2,23,20,2,1,MAR_336,47,46,2,1,61,60,10,9,15,15,4,4,19,16,2,2,17,13,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b_0_0,143,145,4,4,66,65,2,1,25,25,1,1,25,27,6,5,42,32,4,4,54,55,1,1,71,59,9,10,67,67,2,2,23,20,2,1,MAR_337,47,46,2,1,61,60,10,9,15,15,4,4,19,16,2,2,17,13,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c_0_0,143,145,4,4,66,65,2,1,25,25,1,1,25,27,6,5,42,32,4,4,54,55,1,1,71,59,9,10,67,67,2,2,23,20,2,1,MAR_338,47,46,2,1,61,60,10,9,15,15,4,4,19,16,2,2,17,13,4,6,15,14,2,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012d_0_0,143,145,8,8,65,64,2,2,24,24,1,0,24,28,3,4,44,32,3,4,54,54,5,4,79,58,11,12,62,62,4,4,25,23,1,1,MAR_339,47,45,1,1,62,60,5,4,12,11,3,3,23,19,1,1,18,14,4,6,16,15,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012e_0_0,143,145,8,8,65,64,2,2,24,24,1,0,24,28,3,4,44,32,3,4,54,54,5,4,79,58,11,12,62,62,4,4,25,23,1,1,MAR_340,47,45,1,1,62,60,5,4,12,11,3,3,23,19,1,1,18,14,4,6,16,15,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012f_0_0,143,145,8,8,65,64,2,2,24,24,1,0,24,28,3,4,44,32,3,4,54,54,5,4,79,58,11,12,62,62,4,4,25,23,1,1,MAR_341,47,45,1,1,62,60,5,4,12,11,3,3,23,19,1,1,18,14,4,6,16,15,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000130_0_0,143,145,8,8,65,64,2,2,24,24,1,0,24,28,3,4,44,32,3,4,54,54,5,4,79,58,11,12,62,62,4,4,25,23,1,1,MAR_342,47,45,1,1,62,60,5,4,12,11,3,3,23,19,1,1,18,14,4,6,16,15,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000131_0_0,143,145,8,8,65,64,2,2,24,24,1,0,24,28,3,4,44,32,3,4,54,54,5,4,79,58,11,12,62,62,4,4,25,23,1,1,MAR_343,47,45,1,1,62,60,5,4,12,11,3,3,23,19,1,1,18,14,4,6,16,15,2,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000132_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_344,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000133_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_345,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000135_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_347,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000137_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_349,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000139_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_351,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_353,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_355,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013f_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_357,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000140_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_359,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000141_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_360,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_361,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_365,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_0_0,144,146,9,9,64,63,3,3,25,25,1,0,22,26,2,3,43,31,3,3,55,55,3,3,69,50,9,12,63,63,3,3,25,23,2,2,MAR_366,45,44,1,2,62,62,4,3,14,14,4,2,22,17,1,2,19,14,4,6,16,15,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_367,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c_0_0,141,144,4,4,68,67,2,1,26,26,1,1,20,22,2,3,42,31,3,3,54,55,2,2,57,41,9,11,63,64,2,2,22,20,1,0,MAR_371,46,44,2,2,66,62,3,4,12,11,2,2,20,16,2,2,17,13,3,6,16,15,1,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_375,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_376,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000153_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_378,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000154_0_0,144,145,5,5,68,68,3,2,26,26,1,1,22,24,5,5,42,31,3,3,57,57,1,1,71,55,10,12,64,65,1,1,25,22,2,1,MAR_379,46,46,2,2,63,62,4,3,17,16,4,4,22,18,2,2,16,12,3,6,13,13,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
